Medtr7g037380.1	GO:0005515
Medtr7g037410.1	GO:0004866
Medtr7g037420.1	GO:0000166,GO:0004345,GO:0006006,GO:0055114
Medtr7g037430.1	GO:0005515
Medtr7g037440.1	GO:0000166,GO:0004345,GO:0006006,GO:0055114
Medtr7g037440.2	GO:0000166,GO:0004345,GO:0006006,GO:0055114
Medtr7g037650.1	GO:0000166
Medtr7g037670.1	GO:0005515
Medtr7g037830.1	GO:0004175,GO:0004298,GO:0005839,GO:0051603
Medtr7g038690.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g038690.2	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g038700.1	GO:0003824,GO:0008152
Medtr7g038700.2	GO:0003824,GO:0008152
Medtr7g038720.1	GO:0016226
Medtr7g038730.1	GO:0010181,GO:0016491,GO:0055114
Medtr7g039110.1	GO:0046983
Medtr7g039120.1	GO:0009522,GO:0009579,GO:0015979,GO:0016021
Medtr7g039320.1	GO:0003676,GO:0004386,GO:0005524
Medtr7g039320.2	GO:0003676,GO:0004386,GO:0005524
Medtr7g039330.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g039370.1	GO:0005664,GO:0006260
Medtr7g039450.1	GO:0003677,GO:0003824,GO:0003887,GO:0006281,GO:0016779
Medtr7g039510.1	GO:0008152,GO:0008967,GO:0016787
Medtr7g039510.4	GO:0008152,GO:0016787
Medtr7g039510.6	GO:0008152,GO:0008967,GO:0016787
Medtr7g039660.1	GO:0006511,GO:0031461,GO:0031625
Medtr7g039690.1	GO:0006511,GO:0031461,GO:0031625
Medtr7g039770.1	GO:0006511,GO:0031461,GO:0031625
Medtr7g039790.1	GO:0006511,GO:0031461,GO:0031625
Medtr7g039810.1	GO:0055085
Medtr7g044770.1	GO:0003746,GO:0003924,GO:0005525,GO:0005622,GO:0006414
Medtr7g044770.2	GO:0005525
Medtr7g044770.3	GO:0005525
Medtr7g044770.4	GO:0005525
Medtr7g044770.5	GO:0005525
Medtr7g044790.1	GO:0005515
Medtr7g045505.1	GO:0003676,GO:0004386,GO:0005524
Medtr7g045505.2	GO:0003676,GO:0004386,GO:0005524
Medtr7g045510.1	GO:0004672,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g045650.1	GO:0016491,GO:0016706,GO:0055114
Medtr7g045710.1	GO:0004672,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g045860.1	GO:0004672,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g046250.1	GO:0005515,GO:0008270
Medtr7g046260.1	GO:0003677,GO:0003700,GO:0006355
Medtr7g046490.1	GO:0008152,GO:0016758
Medtr7g047030.1	GO:0008152,GO:0016758
Medtr7g047270.1	GO:0008152,GO:0016758
Medtr7g047530.1	GO:0005515
Medtr7g047570.1	GO:0016881
Medtr7g047620.1	GO:0016881
Medtr7g047630.1	GO:0016740
Medtr7g047640.1	GO:0005515
Medtr7g047670.1	GO:0016491,GO:0016706,GO:0055114
Medtr7g047780.1	GO:0004867
Medtr7g050390.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr7g050425.1	GO:0003824,GO:0008152
Medtr7g050445.1	GO:0003676,GO:0004386,GO:0005524
Medtr7g050480.1	GO:0005515
Medtr7g050490.1	GO:0005515
Medtr7g050520.1	GO:0005515
Medtr7g050560.1	GO:0003677,GO:0006355
Medtr7g050580.1	GO:0003677,GO:0006355
Medtr7g050590.1	GO:0003677,GO:0006355
Medtr7g050640.1	GO:0003677,GO:0006355
Medtr7g050710.1	GO:0003677,GO:0006355
Medtr7g050720.1	GO:0003677,GO:0006355
Medtr7g050750.1	GO:0004867
Medtr7g050780.1	GO:0000166,GO:0003676
Medtr7g050810.1	GO:0004867
Medtr7g050830.1	GO:0004867
Medtr7g050860.1	GO:0005515
Medtr7g050870.1	GO:0004857,GO:0030599
Medtr7g050950.1	GO:0004857,GO:0030599
Medtr7g050980.1	GO:0004857,GO:0030599
Medtr7g050990.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g051040.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g051100.1	GO:0000166,GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0017111,GO:0042626,GO:0055085
Medtr7g051230.1	GO:0009055,GO:0051536
Medtr7g051430.1	GO:0004185,GO:0006508
Medtr7g051430.2	GO:0004185,GO:0006508
Medtr7g051460.1	GO:0009522,GO:0009579,GO:0015979,GO:0016021
Medtr7g051470.1	GO:0009522,GO:0009579,GO:0015979,GO:0016021
Medtr7g051510.1	GO:0003824,GO:0004553,GO:0005975
Medtr7g051610.1	GO:0003824,GO:0004553,GO:0005975
Medtr7g051650.1	GO:0003824,GO:0004553,GO:0005975
Medtr7g051650.2	GO:0003824,GO:0004553,GO:0005975
Medtr7g051940.1	GO:0003924,GO:0005525,GO:0005622,GO:0006184,GO:0006886,GO:0006913,GO:0007165,GO:0007264,GO:0015031
Medtr7g051960.1	GO:0006744,GO:0008152,GO:0016491,GO:0016709,GO:0050660,GO:0055114
Medtr7g052150.1	GO:0005515
Medtr7g052480.1	GO:0005515,GO:0005634,GO:0008270,GO:0018024,GO:0034968
Medtr7g052640.1	GO:0006869
Medtr7g052670.1	GO:0005515
Medtr7g052820.1	GO:0003779,GO:0005509,GO:0005515
Medtr7g053050.1	GO:0004672,GO:0004674,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g053100.1	GO:0005515
Medtr7g053160.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr7g053160.2	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr7g053180.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr7g053180.2	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr7g053200.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g053220.1	GO:0003824
Medtr7g053230.1	GO:0000166
Medtr7g053240.1	GO:0005515
Medtr7g053260.1	GO:0000151,GO:0004842,GO:0005488,GO:0016567
Medtr7g053290.1	GO:0000166
Medtr7g053330.1	GO:0003824,GO:0004222,GO:0006508,GO:0046872
Medtr7g053360.1	GO:0004857,GO:0030599
Medtr7g053410.1	GO:0046983
Medtr7g053410.2	GO:0046983
Medtr7g053450.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr7g053470.1	GO:0005515,GO:0006457
Medtr7g053500.1	GO:0003824,GO:0004553,GO:0005975
Medtr7g053500.2	GO:0003824,GO:0004553,GO:0005975
Medtr7g053520.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr7g053620.1	GO:0006952
Medtr7g055590.1	GO:0005515
Medtr7g055610.1	GO:0000166,GO:0003676
Medtr7g055650.1	GO:0000079,GO:0006355,GO:0016591,GO:0019901,GO:0051726
Medtr7g055650.2	GO:0000079,GO:0006355,GO:0016591,GO:0019901,GO:0051726
Medtr7g055650.3	GO:0000079,GO:0006355,GO:0016591,GO:0019901,GO:0051726
Medtr7g055650.4	GO:0000079,GO:0006355,GO:0016591,GO:0019901,GO:0051726
Medtr7g055660.1	GO:0005515
Medtr7g055743.1	GO:0016491,GO:0016747
Medtr7g055790.1	GO:0003677,GO:0046983
Medtr7g055793.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr7g055793.2	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr7g055800.1	GO:0003677,GO:0046983
Medtr7g055830.1	GO:0005515
Medtr7g055840.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0015935
Medtr7g055850.1	GO:0005515
Medtr7g055857.1	GO:0003677,GO:0003700,GO:0006355
Medtr7g055857.2	GO:0003677,GO:0003700,GO:0006355
Medtr7g055870.1	GO:0005515
Medtr7g055873.1	GO:0005515
Medtr7g055910.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0015935
Medtr7g055930.1	GO:0005515
Medtr7g055940.1	GO:0003677,GO:0046983
Medtr7g055943.1	GO:0005515
Medtr7g055977.1	GO:0005515
Medtr7g055987.1	GO:0005515
Medtr7g056003.1	GO:0005515
Medtr7g056020.1	GO:0005515
Medtr7g056103.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr7g056170.1	GO:0005515
Medtr7g056183.1	GO:0008270
Medtr7g056200.1	GO:0005515
Medtr7g056207.1	GO:0008152,GO:0016787
Medtr7g056243.1	GO:0003824
Medtr7g056243.2	GO:0003824
Medtr7g056260.1	GO:0005515
Medtr7g056277.1	GO:0000166,GO:0005515,GO:0016620,GO:0055114
Medtr7g056280.1	GO:0005515
Medtr7g056287.1	GO:0005515
Medtr7g056290.1	GO:0005515
Medtr7g056337.1	GO:0006621,GO:0016021,GO:0046923
Medtr7g056347.1	GO:0016491,GO:0016706,GO:0055114
Medtr7g056353.1	GO:0016491,GO:0016706,GO:0055114
Medtr7g056363.1	GO:0006952
Medtr7g056373.1	GO:0005515
Medtr7g056390.1	GO:0005515
Medtr7g056390.2	GO:0005515
Medtr7g056393.1	GO:0016491,GO:0016706,GO:0055114
Medtr7g056403.1	GO:0003993,GO:0046872
Medtr7g056407.1	GO:0005515,GO:0008270
Medtr7g056413.1	GO:0030001,GO:0046872
Medtr7g056420.1	GO:0004672,GO:0004674,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g056430.1	GO:0004672,GO:0004674,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g056433.1	GO:0005515
Medtr7g056447.1	GO:0005515
Medtr7g056450.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056450.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056510.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056510.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056510.3	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056510.4	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056510.5	GO:0016772
Medtr7g056510.6	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr7g056533.1	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr7g056570.1	GO:0005515
Medtr7g056590.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056603.1	GO:0003677,GO:0003682
Medtr7g056603.2	GO:0003677,GO:0003682
Medtr7g056603.3	GO:0003677,GO:0003682
Medtr7g056603.4	GO:0003677,GO:0003682
Medtr7g056603.5	GO:0003677,GO:0003682
Medtr7g056603.6	GO:0003677,GO:0003682
Medtr7g056603.7	GO:0003677,GO:0003682
Medtr7g056603.8	GO:0003677,GO:0003682
Medtr7g056613.1	GO:0005515
Medtr7g056617.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056620.1	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr7g056623.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056640.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056647.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056647.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056650.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056653.1	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr7g056657.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056663.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056667.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056680.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056680.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056680.3	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056680.4	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056680.5	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g056747.1	GO:0003824,GO:0004553,GO:0005975
Medtr7g056760.1	GO:0005515
Medtr7g056797.1	GO:0005515
Medtr7g056820.1	GO:0005515
Medtr7g056830.1	GO:0003676,GO:0004386,GO:0005524,GO:0008026
Medtr7g057110.1	GO:0005515
Medtr7g057160.1	GO:0003700,GO:0006355,GO:0043565
Medtr7g057170.1	GO:0004672,GO:0004674,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g057170.2	GO:0004672,GO:0004674,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g057250.1	GO:0003676,GO:0004386,GO:0005524,GO:0008026
Medtr7g057270.1	GO:0005515
Medtr7g057330.1	GO:0005515
Medtr7g057460.1	GO:0005515
Medtr7g057480.1	GO:0005515
Medtr7g057520.1	GO:0000166,GO:0003676
Medtr7g057540.1	GO:0005515
Medtr7g057770.1	GO:0003735,GO:0005840,GO:0006412,GO:0015934
Medtr7g058430.1	GO:0005515,GO:0008270
Medtr7g058440.1	GO:0005515
Medtr7g058450.1	GO:0005515,GO:0008270
Medtr7g058460.1	GO:0005515
Medtr7g058530.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g058550.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g058640.1	GO:0006810,GO:0016021,GO:0016192
Medtr7g058640.2	GO:0006810,GO:0016021,GO:0016192
Medtr7g058640.3	GO:0006810,GO:0016021,GO:0016192
Medtr7g058690.1	GO:0005507,GO:0046274,GO:0048046,GO:0052716,GO:0055114
Medtr7g058700.1	GO:0003824,GO:0006520,GO:0016831,GO:0030170
Medtr7g058810.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g058830.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g058840.1	GO:0004672,GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g058860.1	GO:0004672,GO:0004674,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g058900.1	GO:0006810,GO:0016021,GO:0016192
Medtr7g058920.1	GO:0004592,GO:0015940
Medtr7g058930.1	GO:0005515
Medtr7g059010.1	GO:0005515
Medtr7g059010.2	GO:0005515
Medtr7g059040.1	GO:0005515
Medtr7g059070.1	GO:0000786,GO:0003677,GO:0006334,GO:0046982
Medtr7g059150.1	GO:0005515
Medtr7g059150.2	GO:0005515
Medtr7g059150.3	GO:0005515
Medtr7g059150.4	GO:0005515
Medtr7g059150.5	GO:0005515
Medtr7g059225.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g059260.1	GO:0046983
Medtr7g059285.1	GO:0004672,GO:0004674,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g059330.1	GO:0003677,GO:0006355
Medtr7g059360.1	GO:0005515,GO:0008270
Medtr7g059400.1	GO:0003677,GO:0006355,GO:0008270
Medtr7g059405.1	GO:0000151,GO:0004842,GO:0005488,GO:0005515,GO:0016567
Medtr7g060030.1	GO:0003824
Medtr7g060420.1	GO:0005515
Medtr7g060460.1	GO:0005507,GO:0046274,GO:0048046,GO:0052716,GO:0055114
Medtr7g060470.1	GO:0005515
Medtr7g060540.1	GO:0005509,GO:0016491,GO:0055114
Medtr7g060540.2	GO:0016491,GO:0055114
Medtr7g060540.3	GO:0005509,GO:0016491,GO:0055114
Medtr7g060540.4	GO:0016491,GO:0055114
Medtr7g060560.1	GO:0003677,GO:0003700,GO:0005524,GO:0006355,GO:0044267
Medtr7g060570.1	GO:0004672,GO:0004674,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr7g060630.1	GO:0003677,GO:0003700,GO:0006355,GO:0043565
Medtr7g060680.1	GO:0016021,GO:0016758
Medtr7g060680.2	GO:0016021,GO:0016758
Medtr7g060770.1	GO:0003824
Medtr7g060940.1	GO:0005515
Medtr7g060960.1	GO:0005515
Medtr7g061010.1	GO:0005515
Medtr7g061020.1	GO:0003777,GO:0005524,GO:0005875,GO:0007018
Medtr7g061050.1	GO:0005515
Medtr7g061060.1	GO:0005515
Medtr7g061090.1	GO:0005515
Medtr7g061100.1	GO:0005515
Medtr7g061155.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0015935
Medtr7g061190.1	GO:0003677,GO:0003700,GO:0006355
Medtr7g061200.1	GO:0004842,GO:0005622,GO:0006464
Medtr7g061220.1	GO:0003677,GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006260,GO:0006468,GO:0016772
Medtr7g061270.1	GO:0003677,GO:0005634,GO:0006355,GO:0043565,GO:0046982
Medtr7g061330.1	GO:0003677,GO:0003682
Medtr7g061330.2	GO:0003677,GO:0003682
Medtr7g061540.1	GO:0004842,GO:0008270
Medtr7g061540.2	GO:0004842,GO:0008270
Medtr7g061540.3	GO:0004842,GO:0008270
Medtr7g061550.1	GO:0003677,GO:0003682
Medtr7g061550.2	GO:0003677,GO:0003682
Medtr7g061660.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g061660.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g061720.1	GO:0005576,GO:0009664
Medtr7g061840.1	GO:0003677,GO:0003682
Medtr7g062020.1	GO:0016866
Medtr7g062030.1	GO:0008270
Medtr7g062100.1	GO:0005515
Medtr7g062140.1	GO:0000166
Medtr7g062150.1	GO:0016787
Medtr7g062150.2	GO:0016787
Medtr7g062220.1	GO:0003700,GO:0006355,GO:0043565
Medtr7g062250.1	GO:0005507,GO:0046274,GO:0048046,GO:0052716,GO:0055114
Medtr7g062310.1	GO:0005507,GO:0046274,GO:0048046,GO:0052716,GO:0055114
Medtr7g062350.1	GO:0003677,GO:0046983
Medtr7g062360.1	GO:0004190,GO:0006508
Medtr7g062470.1	GO:0031072,GO:0051082
Medtr7g062540.1	GO:0003677,GO:0006355,GO:0046983
Medtr7g062550.1	GO:0016491,GO:0016706,GO:0055114
Medtr7g062560.1	GO:0016491,GO:0016706,GO:0055114
Medtr7g062570.1	GO:0016491,GO:0016706,GO:0055114
Medtr7g062580.1	GO:0005506,GO:0016491,GO:0016706,GO:0055114
Medtr7g062600.1	GO:0016491,GO:0016706,GO:0055114
Medtr7g062630.1	GO:0005515
Medtr7g062660.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g062680.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g062700.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g062730.1	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr7g062750.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g062770.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g062850.1	GO:0005524,GO:0016772
Medtr7g062890.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g062900.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g062920.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g062940.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g062950.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g062990.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g063010.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g063030.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g063030.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g063200.1	GO:0008270
Medtr7g063220.1	GO:0003676,GO:0008270
Medtr7g063260.1	GO:0000166,GO:0008152,GO:0016491
Medtr7g063270.1	GO:0000166,GO:0008152,GO:0016491
Medtr7g063270.2	GO:0000166,GO:0016491
Medtr7g063290.1	GO:0003677,GO:0003682,GO:0005515,GO:0008270
Medtr7g063320.1	GO:0000166,GO:0008152,GO:0016491
Medtr7g063330.1	GO:0000166,GO:0008152,GO:0016491
Medtr7g063360.1	GO:0000166,GO:0008152,GO:0016491
Medtr7g063390.1	GO:0000166,GO:0008152,GO:0016491
Medtr7g063520.1	GO:0005759
Medtr7g063580.1	GO:0016491,GO:0055114
Medtr7g063650.1	GO:0003824,GO:0004349,GO:0004350,GO:0005737,GO:0006561,GO:0008152,GO:0008652,GO:0016491,GO:0016620,GO:0055114
Medtr7g063730.1	GO:0005506,GO:0016491,GO:0016706,GO:0055114
Medtr7g063860.1	GO:0005515
Medtr7g064980.1	GO:0055085
Medtr7g065050.1	GO:0003677,GO:0003700,GO:0006355,GO:0043565
Medtr7g065080.1	GO:0005215,GO:0006857,GO:0016020
Medtr7g065080.2	GO:0005215,GO:0006857,GO:0016020
Medtr7g065160.1	GO:0006869
Medtr7g065210.1	GO:0006869
Medtr7g065220.1	GO:0005089
Medtr7g065230.1	GO:0005515
Medtr7g065260.1	GO:0005515
Medtr7g065265.1	GO:0005515
Medtr7g065270.1	GO:0005515
Medtr7g065290.1	GO:0005515
Medtr7g065590.1	GO:0005515
Medtr7g065600.1	GO:0005515
Medtr7g065630.1	GO:0005515
Medtr7g065640.1	GO:0005515
Medtr7g065660.1	GO:0005515
Medtr7g065680.1	GO:0005515
Medtr7g065700.1	GO:0005515
Medtr7g065710.1	GO:0005515
Medtr7g065720.1	GO:0005515
Medtr7g065740.1	GO:0005515
Medtr7g065750.1	GO:0005515
Medtr7g065920.1	GO:0008270
Medtr7g065970.1	GO:0005507,GO:0046274,GO:0048046,GO:0052716,GO:0055114
Medtr7g065980.1	GO:0005507,GO:0046274,GO:0048046,GO:0052716,GO:0055114
Medtr7g066000.1	GO:0005515
Medtr7g066010.1	GO:0005515
Medtr7g066030.1	GO:0005515
Medtr7g066060.1	GO:0005515
Medtr7g066080.1	GO:0005515
Medtr7g066100.1	GO:0005515
Medtr7g066120.1	GO:0005975,GO:0042132,GO:0042578
Medtr7g066240.1	GO:0003677,GO:0003899,GO:0006351
Medtr7g066250.1	GO:0031072,GO:0051082
Medtr7g066620.1	GO:0005515
Medtr7g066690.1	GO:0006839,GO:0031966
Medtr7g066690.2	GO:0006839,GO:0031966
Medtr7g066710.1	GO:0008270
Medtr7g066750.1	GO:0005515
Medtr7g066760.1	GO:0003865,GO:0005737,GO:0006629,GO:0008202,GO:0016020,GO:0016021,GO:0016627,GO:0055114
Medtr7g066770.1	GO:0005515
Medtr7g066810.1	GO:0003910,GO:0004484,GO:0004651,GO:0004725,GO:0005524,GO:0005634,GO:0006281,GO:0006310,GO:0006370,GO:0006470,GO:0008138,GO:0016311,GO:0016791
Medtr7g066840.1	GO:0005515
Medtr7g066850.1	GO:0005515
Medtr7g066870.1	GO:0003989,GO:0006633,GO:0009317,GO:0016874
Medtr7g066870.2	GO:0003989,GO:0006633,GO:0009317,GO:0016874
Medtr7g066890.1	GO:0003682
Medtr7g066890.2	GO:0003682
Medtr7g066890.3	GO:0003682
Medtr7g066890.4	GO:0003682
Medtr7g066990.1	GO:0005515
Medtr7g066990.2	GO:0005515
Medtr7g067010.1	GO:0005215,GO:0006857,GO:0016020
Medtr7g067080.1	GO:0003677,GO:0003682
Medtr7g067120.1	GO:0008152,GO:0016758
Medtr7g067380.1	GO:0008152,GO:0016746
Medtr7g067460.1	GO:0005515
Medtr7g067470.1	GO:0005524,GO:0006457,GO:0044267,GO:0051082
Medtr7g067490.1	GO:0003723,GO:0003735,GO:0005622,GO:0006412,GO:0015935,GO:0019843
Medtr7g067530.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g067540.1	GO:0003725,GO:0005515
Medtr7g067680.1	GO:0005515
Medtr7g068150.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g068190.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr7g068290.1	GO:0005515,GO:0008270
Medtr7g068320.1	GO:0000166,GO:0008270,GO:0016491,GO:0055114
Medtr7g068330.1	GO:0000166,GO:0008270,GO:0016491,GO:0055114
Medtr7g068340.1	GO:0055085
Medtr7g068380.1	GO:0006812,GO:0006816,GO:0008324,GO:0015369,GO:0016021,GO:0055085
Medtr7g068450.1	GO:0016787
Medtr7g068460.1	GO:0016787
Medtr7g068470.1	GO:0016787
Medtr7g068470.2	GO:0016787
Medtr7g068500.1	GO:0016787
Medtr7g068500.2	GO:0016787
Medtr7g068520.1	GO:0016787
Medtr7g068530.1	GO:0016787
Medtr7g068550.1	GO:0016787
Medtr7g068570.1	GO:0005515
Medtr7g068580.1	GO:0005515,GO:0008270
Medtr7g068590.1	GO:0005515,GO:0008270
Medtr7g068600.1	GO:0003677
Medtr7g068630.1	GO:0005515,GO:0005622,GO:0006396
Medtr7g068630.2	GO:0005515,GO:0005622,GO:0006396
Medtr7g068630.3	GO:0005515,GO:0005622,GO:0006396
Medtr7g068650.1	GO:0005506,GO:0016491,GO:0016706,GO:0055114
Medtr7g068710.1	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005524,GO:0006468,GO:0016772
Medtr7g068810.1	GO:0005515,GO:0016021,GO:0016192
Medtr7g068850.1	GO:0003995,GO:0008152,GO:0016627,GO:0050660,GO:0055114
Medtr7g068890.1	GO:0042578
Medtr7g068900.1	GO:0003824,GO:0004553,GO:0005975
Medtr7g068910.1	GO:0003824,GO:0004553,GO:0005975
Medtr7g068910.2	GO:0003824,GO:0004553,GO:0005975
Medtr7g069050.1	GO:0003723,GO:0033897
Medtr7g069070.1	GO:0005507,GO:0005743,GO:0006825,GO:0006878,GO:0008535
Medtr7g069100.1	GO:0005515,GO:0006952,GO:0007165
Medtr7g069120.1	GO:0005515,GO:0006952,GO:0007165
Medtr7g069160.1	GO:0005515,GO:0006952,GO:0007165
Medtr7g069160.2	GO:0005515,GO:0006952,GO:0007165
Medtr7g069160.3	GO:0005515,GO:0006952,GO:0007165
Medtr7g069160.4	GO:0005515,GO:0006952,GO:0007165
Medtr7g069160.5	GO:0005515,GO:0006952,GO:0007165
Medtr7g069180.1	GO:0005515,GO:0006952,GO:0007165
Medtr7g069210.1	GO:0015995,GO:0016021,GO:0030494,GO:0046408
Medtr7g069210.2	GO:0015995,GO:0016021,GO:0030494,GO:0046408
Medtr7g069230.1	GO:0005515
Medtr7g069270.1	GO:0005515
Medtr7g069290.1	GO:0005515
Medtr7g069300.1	GO:0005515
Medtr7g069390.1	GO:0004177,GO:0006508,GO:0008235,GO:0009987
